Number of software developers per projects for New Zealand,Count,Percentage,Percentage in 2018,Difference with previous year
0.0,1,3.8461538461538463,,
1.0,9,34.61538461538461,39.39393939393939,-4.778554778554778
2.0,9,34.61538461538461,45.45454545454545,-10.83916083916084
3.0,5,19.230769230769234,3.0303030303030303,16.200466200466202
4.0,1,3.8461538461538463,,
20.0,1,3.8461538461538463,,
