Bus factor for United Kingdom,Count,Percentage,Percentage in 2018,Difference with previous year
0.0,2,1.3157894736842104,2.336448598130841,-1.0206591244466308
1.0,72,47.368421052631575,38.31775700934579,9.050664043285785
2.0,42,27.631578947368425,35.981308411214954,-8.34972946384653
3.0,23,15.131578947368421,9.813084112149532,5.318494835218889
4.0,8,5.263157894736842,6.5420560747663545,-1.278898180029513
5.0,2,1.3157894736842104,1.8691588785046727,-0.5533694048204623
6.0,1,0.6578947368421052,1.4018691588785046,-0.7439744220363994
20.0,1,0.6578947368421052,,
100.0,1,0.6578947368421052,,
