Reasons to choose current job,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
Desire to work in a research environment,24.691358024691358,24.22360248447205,13.636363636363635,11.510791366906476,9.67741935483871
Opportunity to develop software,20.98765432098765,12.422360248447205,15.584415584415584,7.913669064748201,7.258064516129033
Desire to advance research,16.049382716049383,15.527950310559005,15.584415584415584,12.949640287769784,8.064516129032258
Freedom to choose own working practices,12.962962962962962,11.801242236024844,12.337662337662337,12.949640287769784,7.258064516129033
Flexible working hours,7.4074074074074066,8.074534161490684,3.2467532467532463,15.827338129496402,15.32258064516129
I want to learn new skills,6.790123456790123,9.937888198757763,13.636363636363635,12.949640287769784,12.096774193548388
Opportunity for career advancement,6.790123456790123,6.832298136645963,6.493506493506493,7.194244604316546,10.483870967741936
Ability to work across disciplines,3.0864197530864197,9.316770186335404,14.935064935064934,11.510791366906476,19.35483870967742
The salary,1.2345679012345678,1.8633540372670807,4.545454545454546,7.194244604316546,10.483870967741936
