Bus factor for United States,Count,Percentage,Percentage in 2018,Difference with previous year
1.0,63,44.05594405594406,52.89855072463768,-8.84260666869362
1.5,2,1.3986013986013985,,
2.0,49,34.26573426573427,28.26086956521739,6.004864700516876
3.0,17,11.888111888111888,9.420289855072465,2.4678220330394236
4.0,4,2.797202797202797,5.797101449275362,-2.9998986520725652
5.0,6,4.195804195804196,0.7246376811594203,3.4711665146447754
7.0,1,0.6993006993006993,0.7246376811594203,-0.02533698185872102
10.0,1,0.6993006993006993,,
