Reasons to choose current job,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
Freedom to choose own working practices,23.809523809523807,14.912280701754385,8.558558558558559,16.161616161616163,11.515151515151516
Desire to work in a research environment,23.376623376623375,21.49122807017544,10.36036036036036,10.1010101010101,7.2727272727272725
Desire to advance research,18.614718614718615,11.842105263157894,5.8558558558558556,2.525252525252525,3.6363636363636362
Opportunity to develop software,9.090909090909092,12.280701754385964,13.963963963963963,16.161616161616163,8.484848484848486
Ability to work across disciplines,7.792207792207792,10.087719298245613,13.513513513513514,16.666666666666664,13.333333333333334
I want to learn new skills,7.35930735930736,14.912280701754385,19.36936936936937,17.67676767676768,15.757575757575756
Opportunity for career advancement,5.627705627705628,2.631578947368421,9.90990990990991,4.545454545454546,10.909090909090908
Flexible working hours,3.0303030303030303,9.210526315789473,13.963963963963963,9.090909090909092,17.575757575757574
The salary,1.2987012987012987,2.631578947368421,4.504504504504505,7.07070707070707,11.515151515151516
